Iteration,Date,Timestamp,1:GPU State,1:RTD3 Enabled,1:RTD3 Support Type,1:GC6 Enabled,1:Total Time In GC6 (ms),1:GC6 Average Entry Latency (ms),1:GC6 Average Exit Latency (ms),1:GC6 Transition Count,1:Not Enter GC6 Reason,1:GC-OFF Enabled,1:Total Time In GCOFF (ms),1:GCOFF Average Entry Latency (ms),1:GCOFF Average Exit Latency (ms),1:GCOFF Transition Count,1:Not Enter GCOFF Reason,1:Temperature GPU (C),1:Temperature Memory (C),1:Target Temperature (C),1:GPC Clock (MHz),1:Memory Clock (MHz),1:GPC Slowdown Factor (%),1:GPU Utilization (%),1:FB Utilization (%),1:Video Utilization (%),1:P-State,1:Capping Reason,1:D-Notifier Limit,1:GPU Power Sample Timestamp (ns),1:TGP (W),1:NVVDD Power (W),1:FBVDD Power (W),1:Total System Power (W),1:TSP Rail Current (A),1:TSP Rail Voltage (V),1:TSP Rail Energy (J),CPU Power Sample Timestamp (us),CPU TDP (W),1:TPP Measured (W),1:NVVDD Voltage (uV),1:GPU Boost Limit (mW),1:PPAB State,1:AC Target TPP Limit (mW),1:AC Default GPU Limit (mW),1:AC Max GPU Limit (mW),1:AC Min GPU Limit (mW),1:AC Configurable TGP Offset (mW),1:AC Max GPU Offset (mW),1:AC Min GPU Offset (mW),1:AC Target TPP Offset (mW),1:DC Target TPP Limit (mW),1:DC CPU TDP Limit (mW),1:DC Default GPU Limit (mW),1:DC Max GPU Limit (mW),1:DC Min GPU Limit (mW),1:DC ROS Reserve Override (mW),1:Current Long Timescale Battery Current Limit (mA),1:Current Short Timescale Battery Current Limit (mA),Power Supply Mode,Battery Charge Level (%),Remaining Capacity (mWh),Voltage (mV),Current (mA),Drain Rate (mW),CPU Clock (MHz),CPU Utilization (%),CPU Temperature (C),CPU PROCHOT Asserted,CPU Thermal Throttling,CPU Thermal Limit (C),CPU PL1 (W),CPU PL2 (W),1:PCIE GPU Link Width (lanes),1:PCIE GPU Speed (Gen),1:PCIE GPU L0s,1:PCIE GPU L1,1:PCIE Root Link Width (lanes),1:PCIE Root Speed (Gen),1:PCIE Root L0s,1:PCIE Root L1,1:GPU Correctable Error,1:GPU Non Fatal Error,1:GPU Fatal Error,1:GPU Unsupport Request,1:Root Correctable Error,1:Root Non Fatal Error,1:Root Fatal Error,1:Root Unsupport Request,1:BB2 Enabled,1:BB2 Target TPP (mW),1:WM2 Platform Enabled,1:WM2 Driver Enabled,1:Sound Pressure Level,1:WM2 Update Event Count,1:Tband0 Current Index,1:Tband0 Current Tempearature (C),1:Tband1 Current Index,1:Tband1 Current Tempearature (C),1:Tband2 Current Index,1:Tband2 Current Tempearature (C),1:Tband3 Current Index,1:Tband3 Current Tempearature (C),1:Tband4 Current Index,1:Tband4 Current Tempearature (C),1:Tband5 Current Index,1:Tband5 Current Tempearature (C),1:Tband6 Current Index,1:Tband6 Current Tempearature (C),1:Tband7 Current Index,1:Tband7 Current Tempearature (C),1:DB-DC Rest of System Power (mW),1:DB-DC Battery Current Limit (mA),1:Gsync VRR Enabled,1:Platform Thermal Sensor 0 Limit (C),1:Platform Thermal Sensor 0 Tempearature (C),1:Platform Thermal Sensor 1 Limit (C),1:Platform Thermal Sensor 1 Tempearature (C),1:Platform Thermal Sensor 2 Limit (C),1:Platform Thermal Sensor 2 Tempearature (C),1:Platform Thermal Sensor 3 Limit (C),1:Platform Thermal Sensor 3 Tempearature (C),1:Platform Thermal Sensor 4 Limit (C),1:Platform Thermal Sensor 4 Tempearature (C),1:Platform Thermal Sensor 5 Limit (C),1:Platform Thermal Sensor 5 Tempearature (C),1:Platform Thermal Sensor 6 Limit (C),1:Platform Thermal Sensor 6 Tempearature (C),1:Platform Thermal Sensor 7 Limit (C),1:Platform Thermal Sensor 7 Tempearature (C),1:Platform Thermal Sensor 8 Limit (C),1:Platform Thermal Sensor 8 Tempearature (C),1:Platform Thermal Sensor 9 Limit (C),1:Platform Thermal Sensor 9 Tempearature (C),1:Platform Thermal Sensor 10 Limit (C),1:Platform Thermal Sensor 10 Tempearature (C),1:Platform Thermal Sensor 11 Limit (C),1:Platform Thermal Sensor 11 Tempearature (C),1:Platform Thermal Sensor 12 Limit (C),1:Platform Thermal Sensor 12 Tempearature (C),1:Platform Thermal Sensor 13 Limit (C),1:Platform Thermal Sensor 13 Tempearature (C),1:Platform Thermal Sensor 14 Limit (C),1:Platform Thermal Sensor 14 Tempearature (C),1:Platform Thermal Sensor 15 Limit (C),1:Platform Thermal Sensor 15 Tempearature (C)
763,2025/02/17,22:57:03:003,Active,Enabled,GC-OFF 3.0,Enabled,0,0,0,0,Problem Device,Enabled,50698,237,2328,6,Problem Device,72.59,70.00,87.00,1807,14001,100,100,2,0,P0,Pwr ,D1 - Unlimited,772327681632,173.75,129.04,12.12,0.33,0.02,16.14,351.43,850798186,12.10,185.84,750000,175000,Enabled,275000,150000,175000,150000,70000,25000,0,125000,129125,0,55000,60000,60000,0,8000,0,AC,60,59950,16011,0,0,2754,2.38,63.00,No,No,103,165.00,190.00,16,5,No,No,16,5,No,No,0,0,0,0,0,0,0,0,Yes,0,No,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No panel connected to dGPU,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
764,2025/02/17,22:57:04:005,Active,Enabled,GC-OFF 3.0,Enabled,0,0,0,0,Problem Device,Enabled,50698,237,2328,6,Problem Device,72.50,72.00,87.00,1807,14001,100,100,2,0,P0,Pwr ,D1 - Unlimited,773328400224,174.82,129.05,13.00,0.34,0.02,16.14,351.77,851799002,11.99,186.82,750000,175000,Enabled,275000,150000,175000,150000,70000,25000,0,125000,129125,0,55000,60000,60000,0,8000,0,AC,60,59950,16011,0,0,2613,2.18,72.00,No,No,103,165.00,190.00,16,5,No,No,16,5,No,No,0,0,0,0,0,0,0,0,Yes,0,No,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No panel connected to dGPU,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
765,2025/02/17,22:57:05:013,Active,Enabled,GC-OFF 3.0,Enabled,0,0,0,0,Problem Device,Enabled,50698,237,2328,6,Problem Device,72.59,70.00,87.00,1815,14001,100,100,2,0,P0,Pwr ,D1 - Unlimited,774336875168,174.45,129.57,12.20,0.34,0.02,16.13,352.13,852807377,12.20,186.65,750000,175000,Enabled,275000,150000,175000,150000,70000,25000,0,125000,129125,0,55000,60000,60000,0,8000,0,AC,60,59950,16013,0,0,2740,2.14,63.00,No,No,103,165.00,190.00,16,5,No,No,16,5,No,No,0,0,0,0,0,0,0,0,Yes,0,No,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No panel connected to dGPU,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
766,2025/02/17,22:57:06:021,Active,Enabled,GC-OFF 3.0,Enabled,0,0,0,0,Problem Device,Enabled,50698,237,2328,6,Problem Device,72.34,72.00,87.00,1815,14001,100,100,2,0,P0,Pwr ,D1 - Unlimited,775344731040,174.04,129.02,12.34,0.34,0.02,16.14,352.47,853815232,11.56,185.60,750000,175000,Enabled,275000,150000,175000,150000,70000,25000,0,125000,129125,0,55000,60000,60000,0,8000,0,AC,60,59950,16013,0,0,2542,2.02,63.00,No,No,103,165.00,190.00,16,5,No,No,16,5,No,No,0,0,0,0,0,0,0,0,Yes,0,No,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No panel connected to dGPU,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
767,2025/02/17,22:57:07:026,Active,Enabled,GC-OFF 3.0,Enabled,0,0,0,0,Problem Device,Enabled,50698,237,2328,6,Problem Device,72.47,70.00,87.00,1807,14001,100,100,2,0,P0,Pwr ,D1 - Unlimited,776349500928,174.32,128.70,12.94,0.34,0.02,16.13,352.82,854820043,11.90,186.22,750000,175000,Enabled,275000,150000,175000,150000,70000,25000,0,125000,129125,0,55000,60000,60000,0,8000,0,AC,60,59950,16013,0,0,2636,2.07,63.00,No,No,103,165.00,190.00,16,5,No,No,16,5,No,No,0,0,0,0,0,0,0,0,Yes,0,No,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No panel connected to dGPU,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
768,2025/02/17,22:57:08:036,Active,Enabled,GC-OFF 3.0,Enabled,0,0,0,0,Problem Device,Enabled,50698,237,2328,6,Problem Device,72.84,72.00,87.00,1815,14001,100,100,2,0,P0,Pwr ,D1 - Unlimited,777360769472,174.68,130.09,11.91,0.34,0.02,16.13,353.17,855831325,12.19,186.86,750000,175000,Enabled,275000,150000,175000,150000,70000,25000,0,125000,129125,0,55000,60000,60000,0,8000,0,AC,60,59950,16012,0,0,2683,2.25,63.00,No,No,103,165.00,190.00,16,5,No,No,16,5,No,No,0,0,0,0,0,0,0,0,Yes,0,No,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No panel connected to dGPU,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
769,2025/02/17,22:57:09:051,Active,Enabled,GC-OFF 3.0,Enabled,0,0,0,0,Problem Device,Enabled,50698,237,2328,6,Problem Device,72.59,72.00,87.00,1807,14001,100,100,2,0,P0,Pwr ,D1 - Unlimited,778376584704,174.22,129.72,11.87,0.34,0.02,16.13,353.52,856847111,12.29,186.52,750000,175000,Enabled,275000,150000,175000,150000,70000,25000,0,125000,129125,0,55000,60000,60000,0,8000,0,AC,60,59950,16012,0,0,2687,2.18,63.00,No,No,103,165.00,190.00,16,5,No,No,16,5,No,No,0,0,0,0,0,0,0,0,Yes,0,No,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No panel connected to dGPU,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
770,2025/02/17,22:57:10:060,Active,Enabled,GC-OFF 3.0,Enabled,0,0,0,0,Problem Device,Enabled,50698,237,2328,6,Problem Device,72.72,72.00,87.00,1807,14001,100,100,2,0,P0,Pwr ,D1 - Unlimited,779396585728,174.35,128.70,12.96,0.34,0.02,16.13,353.87,857867188,11.65,186.00,750000,175000,Enabled,275000,150000,175000,150000,70000,25000,0,125000,129125,0,55000,60000,60000,0,8000,0,AC,60,59950,16012,0,0,2639,2.23,63.00,No,No,103,165.00,190.00,16,5,No,No,16,5,No,No,0,0,0,0,0,0,0,0,Yes,0,No,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No panel connected to dGPU,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
771,2025/02/17,22:57:11:075,Active,Enabled,GC-OFF 3.0,Enabled,0,0,0,0,Problem Device,Enabled,50698,237,2328,6,Problem Device,72.38,72.00,87.00,1815,14001,100,100,2,0,P0,Pwr ,D1 - Unlimited,780401352256,174.16,129.15,12.37,0.34,0.02,16.13,354.21,858871862,10.50,184.66,750000,175000,Enabled,275000,150000,175000,150000,70000,25000,0,125000,129125,0,55000,60000,60000,0,8000,0,AC,60,59950,16012,0,0,2496,2.02,73.00,No,No,103,165.00,190.00,16,5,No,No,16,5,No,No,0,0,0,0,0,0,0,0,Yes,0,No,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No panel connected to dGPU,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
772,2025/02/17,22:57:12:081,Active,Enabled,GC-OFF 3.0,Enabled,0,0,0,0,Problem Device,Enabled,50698,237,2328,6,Problem Device,72.44,70.00,87.00,1815,14001,100,100,2,0,P0,Pwr ,D1 - Unlimited,781404854112,174.19,129.34,12.21,0.34,0.02,16.13,354.56,859875357,11.49,185.68,750000,175000,Enabled,275000,150000,175000,150000,70000,25000,0,125000,129125,0,55000,60000,60000,0,8000,0,AC,60,59950,16012,0,0,2405,1.64,63.00,No,No,103,165.00,190.00,16,5,No,No,16,5,No,No,0,0,0,0,0,0,0,0,Yes,0,No,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No panel connected to dGPU,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
773,2025/02/17,22:57:13:084,Active,Enabled,GC-OFF 3.0,Enabled,0,0,0,0,Problem Device,Enabled,50698,237,2328,6,Problem Device,72.66,72.00,87.00,1807,14001,100,100,2,0,P0,Pwr ,D1 - Unlimited,782417217920,174.23,128.62,12.93,0.34,0.02,16.13,354.91,860888080,12.27,186.51,745000,175000,Enabled,275000,150000,175000,150000,70000,25000,0,125000,129125,0,55000,60000,60000,0,8000,0,AC,60,59950,16012,0,0,2727,2.26,63.00,No,No,103,165.00,190.00,16,5,No,No,16,5,No,No,0,0,0,0,0,0,0,0,Yes,0,No,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No panel connected to dGPU,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
774,2025/02/17,22:57:14:093,Active,Enabled,GC-OFF 3.0,Enabled,0,0,0,0,Problem Device,Enabled,50698,237,2328,6,Problem Device,72.78,72.00,87.00,1815,14001,100,100,2,0,P0,Pwr ,D1 - Unlimited,783423225536,174.51,129.68,12.14,0.34,0.02,16.13,355.26,861893751,11.59,186.10,750000,175000,Enabled,275000,150000,175000,150000,70000,25000,0,125000,129125,0,55000,60000,60000,0,8000,0,AC,60,59950,16013,0,0,2534,2.11,63.00,No,No,103,165.00,190.00,16,5,No,No,16,5,No,No,0,0,0,0,0,0,0,0,Yes,0,No,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No panel connected to dGPU,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
775,2025/02/17,22:57:15:093,Active,Enabled,GC-OFF 3.0,Enabled,0,0,0,0,Problem Device,Enabled,50698,237,2328,6,Problem Device,72.97,70.00,87.00,1822,14001,100,100,2,0,P0,Pwr ,D1 - Unlimited,784418180352,174.54,130.13,11.73,0.34,0.02,16.13,355.61,862888776,11.85,186.40,750000,175000,Enabled,275000,150000,175000,150000,70000,25000,0,125000,129125,0,55000,60000,60000,0,8000,0,AC,60,59950,16013,0,0,2588,2.18,80.00,No,No,103,165.00,190.00,16,5,No,No,16,5,No,No,0,0,0,0,0,0,0,0,Yes,0,No,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No panel connected to dGPU,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
776,2025/02/17,22:57:16:099,Active,Enabled,GC-OFF 3.0,Enabled,0,0,0,0,Problem Device,Enabled,50698,237,2328,6,Problem Device,72.53,70.00,87.00,1807,14001,100,100,2,0,P0,Pwr ,D1 - Unlimited,785423510336,174.09,128.64,12.77,0.34,0.02,16.13,355.95,863894024,11.71,185.81,750000,175000,Enabled,275000,150000,175000,150000,70000,25000,0,125000,129125,0,55000,60000,60000,0,8000,0,AC,60,59950,16013,0,0,2511,2.17,63.00,No,No,103,165.00,190.00,16,5,No,No,16,5,No,No,0,0,0,0,0,0,0,0,Yes,0,No,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No panel connected to dGPU,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
777,2025/02/17,22:57:17:100,Active,Enabled,GC-OFF 3.0,Enabled,0,0,0,0,Problem Device,Enabled,50698,237,2328,6,Problem Device,72.38,72.00,87.00,1807,14001,100,100,2,0,P0,Pwr ,D1 - Unlimited,786424592320,174.24,128.88,12.65,0.33,0.02,16.14,356.28,864895109,12.20,186.44,750000,175000,Enabled,275000,150000,175000,150000,70000,25000,0,125000,129125,0,55000,60000,60000,0,8000,0,AC,60,59950,16013,0,0,2599,2.32,66.00,No,No,103,165.00,190.00,16,5,No,No,16,5,No,No,0,0,0,0,0,0,0,0,Yes,0,No,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No panel connected to dGPU,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
778,2025/02/17,22:57:18:104,Active,Enabled,GC-OFF 3.0,Enabled,0,0,0,0,Problem Device,Enabled,50698,237,2328,6,Problem Device,72.50,72.00,87.00,1807,14001,100,100,2,0,P0,Pwr ,D1 - Unlimited,787429295968,173.74,129.01,12.14,0.33,0.02,16.14,356.62,865899829,11.75,185.48,750000,175000,Enabled,275000,150000,175000,150000,70000,25000,0,125000,129125,0,55000,60000,60000,0,8000,0,AC,60,59950,16012,0,0,2745,2.18,66.00,No,No,103,165.00,190.00,16,5,No,No,16,5,No,No,0,0,0,0,0,0,0,0,Yes,0,No,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No panel connected to dGPU,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
779,2025/02/17,22:57:19:113,Active,Enabled,GC-OFF 3.0,Enabled,0,0,0,0,Problem Device,Enabled,50698,237,2328,6,Problem Device,72.41,72.00,87.00,1807,14001,100,100,2,0,P0,Pwr ,D1 - Unlimited,788436888224,174.50,128.93,12.81,0.33,0.02,16.14,356.96,866907448,12.12,186.61,750000,175000,Enabled,275000,150000,175000,150000,70000,25000,0,125000,129125,0,55000,60000,60000,0,8000,0,AC,60,59950,16012,0,0,2590,2.16,63.00,No,No,103,165.00,190.00,16,5,No,No,16,5,No,No,0,0,0,0,0,0,0,0,Yes,0,No,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No panel connected to dGPU,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
780,2025/02/17,22:57:20:121,Active,Enabled,GC-OFF 3.0,Enabled,0,0,0,0,Problem Device,Enabled,50698,237,2328,6,Problem Device,72.25,72.00,87.00,1807,14001,100,100,2,0,P0,Pwr ,D1 - Unlimited,789446303488,174.32,129.20,12.45,0.33,0.02,16.14,357.30,867916811,11.88,186.20,750000,175000,Enabled,275000,150000,175000,150000,70000,25000,0,125000,129125,0,55000,60000,60000,0,8000,0,AC,60,59950,16012,0,0,2602,2.15,63.00,No,No,103,165.00,190.00,16,5,No,No,16,5,No,No,0,0,0,0,0,0,0,0,Yes,0,No,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No panel connected to dGPU,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
781,2025/02/17,22:57:21:128,Active,Enabled,GC-OFF 3.0,Enabled,0,0,0,0,Problem Device,Enabled,50698,237,2328,6,Problem Device,72.59,72.00,87.00,1815,14001,100,100,2,0,P0,Pwr ,D1 - Unlimited,790450183680,174.87,130.47,11.69,0.34,0.02,16.13,357.64,868920699,11.90,186.77,750000,175000,Enabled,275000,150000,175000,150000,70000,25000,0,125000,129125,0,55000,60000,60000,0,8000,0,AC,60,59950,16012,0,0,2576,2.13,66.00,No,No,103,165.00,190.00,16,5,No,No,16,5,No,No,0,0,0,0,0,0,0,0,Yes,0,No,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No panel connected to dGPU,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
782,2025/02/17,22:57:22:135,Active,Enabled,GC-OFF 3.0,Enabled,0,0,0,0,Problem Device,Enabled,50698,237,2328,6,Problem Device,72.62,72.00,87.00,1815,14001,100,100,2,0,P0,Pwr ,D1 - Unlimited,791461675840,174.53,129.31,12.50,0.33,0.02,16.14,357.98,869932213,10.94,185.47,750000,175000,Enabled,275000,150000,175000,150000,70000,25000,0,125000,129125,0,55000,60000,60000,0,8000,0,AC,60,59950,16012,0,0,2680,2.28,85.00,No,No,103,165.00,190.00,16,5,No,No,16,5,No,No,0,0,0,0,0,0,0,0,Yes,0,No,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No panel connected to dGPU,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
783,2025/02/17,22:57:23:146,Active,Enabled,GC-OFF 3.0,Enabled,0,0,0,0,Problem Device,Enabled,50698,237,2328,6,Problem Device,72.66,72.00,87.00,1822,14001,100,100,2,0,P0,Pwr ,D1 - Unlimited,792469769184,174.41,128.78,12.85,0.32,0.02,16.14,358.31,870940311,11.74,186.15,745000,175000,Enabled,275000,150000,175000,150000,70000,25000,0,125000,129125,0,55000,60000,60000,0,8000,0,AC,60,59950,16013,0,0,2437,1.68,63.00,No,No,103,165.00,190.00,16,5,No,No,16,5,No,No,0,0,0,0,0,0,0,0,Yes,0,No,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No panel connected to dGPU,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
784,2025/02/17,22:57:24:149,Active,Enabled,GC-OFF 3.0,Enabled,0,0,0,0,Problem Device,Enabled,50698,237,2328,6,Problem Device,72.94,72.00,87.00,1822,14001,100,100,2,0,P0,Pwr ,D1 - Unlimited,793472038144,173.95,129.22,12.10,0.33,0.02,16.14,358.64,871942557,11.69,185.64,750000,175000,Enabled,275000,150000,175000,150000,70000,25000,0,125000,129125,0,55000,60000,60000,0,8000,0,AC,60,59950,16013,0,0,2546,2.04,71.00,No,No,103,165.00,190.00,16,5,No,No,16,5,No,No,0,0,0,0,0,0,0,0,Yes,0,No,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No panel connected to dGPU,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
